ACCT_ID,SUBSTATION,SUPPLY_TYPE,MR_SOURCE_CD,PAY_AMT,PAY_DATE,CURRENT_ASSESSMENT
6837572000,MUNNA LAL POWER HOUSE_20049,10,MOBMRI,2897,02-JUL-2025,2057.4
5675182000,PULIYA NO. 9_20052,10,SM,950,05-JUL-2025,3293.44
9152182000,SHIPRI_20053,10,SM,620,16-JUL-2025,722.15
7438591762,SUTI MILL_20055,10,SM,5526,04-JUL-2025,6020.07
4557957363,MUNNA LAL POWER HOUSE_20049,10,OCR_CORAL,2116,15-JUL-2025,2436.68
7102984284,UNNAV GATE_20056,10,MOBMRI,1562,14-JUL-2025,1852.97
8165072497,SUTI MILL_20055,10,MOBILEBILL,2667,31-JUL-2025,3030.1
6463274134,SUTI MILL_20055,10,MOBILEBILL,106,11-JUL-2025,188.73
8639215428,RANI MAHAL_20050,20,MOBILEBILL,5128,16-JUL-2025,5116.74
9314014520,MUNNA LAL POWER HOUSE_20049,10,MOBMRI,616,29-JUL-2025,725.4
4337543000,SHIPRI_20053,22,MRI,26790,18-JUL-2025,26765.37
2261020864,PULIYA NO. 9_20052,10,SM,2774,14-JUL-2025,3119.31
7137769076,MUNNA LAL POWER HOUSE_20049,10,SM,1070,14-JUL-2025,1292.5
2660382000,MUNNA LAL POWER HOUSE_20049,10,OCR_CORAL,3349,08-JUL-2025,3733.52
0485311394,SHIPRI_20053,10,SM,3749,02-JUL-2025,4184.88
4617182000,UNNAV GATE_20056,10,MOBILEBILL,2117,22-JUL-2025,2428.05
2720272000,UNNAV GATE_20056,10,SM,6390,23-JUL-2025,7145.97
9434182000,SHIPRI_20053,10,SM,2000,16-JUL-2025,1595.89
5477182000,MUNNA LAL POWER HOUSE_20049,10,MOBMRI,1171,18-JUL-2025,1360.78
5071825345,SHIPRI_20053,10,SM,809,17-JUL-2025,961.49
6425672000,RANI MAHAL_20050,20,OCR_CORAL,1897,21-JUL-2025,1896.35
6176972000,RANI MAHAL_20050,20,MOBILEBILL,1486,12-JUL-2025,1486.55
8344734838,SUTI MILL_20055,10,MOBMRI,1659,17-JUL-2025,1937.43
7078060123,SUTI MILL_20055,10,MOBILEBILL,871,21-JUL-2025,1047.25
7640372000,PULIYA NO. 9_20052,10,SC,110,27-JUL-2025,-24.94
8877172000,SHIPRI_20053,10,SM,1425,15-JUL-2025,1680.19
3363182000,SHIPRI_20053,46,MOBILEBILL,8422,10-JUL-2025,4462.43
7467966790,RANI MAHAL_20050,10,MOBMRI,129,17-JUL-2025,209.98
9679072000,UNNAV GATE_20056,10,SM,1987,04-JUL-2025,1579.7
0292972000,SHIPRI_20053,10,SC,6800,16-JUL-2025,7760.3
2467872000,SHIPRI_20053,10,MRI,9658,17-JUL-2025,10357.03
4069572000,SHIPRI_20053,10,SM,1894,15-JUL-2025,2214.97
5014895431,SHIPRI_20053,10,SM,1199,15-JUL-2025,1438.19
7539572000,SHIPRI_20053,10,MRI,13895,15-JUL-2025,14913.63
0177709937,SHIPRI_20053,20,MOBMRI,2516,28-JUL-2025,1399.09
6086003171,UNNAV GATE_20056,10,SM,394,22-JUL-2025,466.97
1849282000,RANI MAHAL_20050,10,MOBILEBILL,4311,21-JUL-2025,4739.47
7514572000,UNNAV GATE_20056,10,OCR_CORAL,760,29-JUL-2025,246.39
8291382000,MUNNA LAL POWER HOUSE_20049,10,OCR_CORAL,4241,08-JUL-2025,4651.3
9841872000,RANI MAHAL_20050,20,MOBMRI,841,16-JUL-2025,838.38
7002372000,UNNAV GATE_20056,10,MOBILEBILL,2480,21-JUL-2025,2833.14
7420013432,SHIPRI_20053,10,OCR_CORAL,1957,17-JUL-2025,2259.56
5865082000,MUNNA LAL POWER HOUSE_20049,10,MOBILEBILL,3826,18-JUL-2025,4266.23
7596589076,UNNAV GATE_20056,10,MOBMRI,1357,11-JUL-2025,1616.52
5710948261,SHIPRI_20053,10,SM,1203,14-JUL-2025,1438
3755151346,JAIL CHOWRAHA_20051,10,OCR_CORAL,1647,10-JUL-2025,1950.46
0471862299,SHIPRI_20053,10,MOBMRI,749,16-JUL-2025,880.8
3383972000,SUTI MILL_20055,10,MOBILEBILL,934,14-JUL-2025,1124.06
1963891668,SUTI MILL_20055,10,MOBILEBILL,2738,15-JUL-2025,3104.88
9710536065,MUNNA LAL POWER HOUSE_20049,10,MOBMRI,2594,16-JUL-2025,2938.08
6582972000,SHIPRI_20053,10,SM,4988,09-JUL-2025,5457.12
7388472000,RANI MAHAL_20050,10,SM,408,17-JUL-2025,471.47
6674711134,JAIL CHOWRAHA_20051,10,MOBMRI,8377,10-JUL-2025,8980.4
8317104065,UNNAV GATE_20056,10,MOBMRI,865,12-JUL-2025,1037.21
2879680226,SUTI MILL_20055,10,SM,2854,05-JUL-2025,3209.62
3645082000,RANI MAHAL_20050,10,SC,2686,19-JUL-2025,-38904.74
7878188550,SUTI MILL_20055,93,MOBMRI,4022,23-JUL-2025,4068.84
5125794776,HYDEL COLONY_20202,10,SM,3368,16-JUL-2025,3732.82
9580372000,RANI MAHAL_20050,10,OCR_CORAL,1696,09-JUL-2025,1981.88
5207572000,SUTI MILL_20055,10,SM,2520,27-JUL-2025,2993.93
0389852159,SHIPRI_20053,10,SM,1115,03-JUL-2025,1321.2
9212572000,PULIYA NO. 9_20052,10,SM,2518,05-JUL-2025,1071.81
4173182000,JAIL CHOWRAHA_20051,10,MOBILEBILL,606,24-JUL-2025,705.91
2301043542,MUNNA LAL POWER HOUSE_20049,10,SM,1474,28-JUL-2025,1713.53
6478872000,MUNNA LAL POWER HOUSE_20049,10,,1029,01-JUL-2025,1255.85
8916418227,JAIL CHOWRAHA_20051,20,SM,5318,03-JUL-2025,5314.88
9998198395,RANI MAHAL_20050,10,MOBILEBILL,924,19-JUL-2025,1068.21
2485772000,MUNNA LAL POWER HOUSE_20049,20,OCR_CORAL,2850,14-JUL-2025,2849.57
1162539487,SHIPRI_20053,10,SM,202,11-JUL-2025,407.79
6994772753,MUNNA LAL POWER HOUSE_20049,H13,MRI,28856,30-JUL-2025,28855.14
8490672000,SHIPRI_20053,10,MOBILEBILL,3293,15-JUL-2025,3627.83
9471165042,UNNAV GATE_20056,10,OCR_CORAL,1710,30-JUL-2025,1951.35
9654472000,SUTI MILL_20055,10,MOBILEBILL,2012,14-JUL-2025,2211.41
4959772000,SHIPRI_20053,20,MOBMRI,6161,12-JUL-2025,2992.15
2113272000,SHIPRI_20053,10,MOBILEBILL,40,12-JUL-2025,39.75
1987645813,UNNAV GATE_20056,10,MOBMRI,2676,01-JUL-2025,1586.41
5012772000,MUNNA LAL POWER HOUSE_20049,10,OCR_CORAL,2807,30-JUL-2025,3148.3
5107872000,JAIL CHOWRAHA_20051,10,SM,954,05-JUL-2025,1143.4
5782505766,MUNNA LAL POWER HOUSE_20049,10,MRB,17951,16-JUL-2025,5310.03
4388772000,MUNNA LAL POWER HOUSE_20049,10,MOBILEBILL,455,22-JUL-2025,519.95
1692372000,JAIL CHOWRAHA_20051,10,SM,573,03-JUL-2025,674.19
8490082000,SHIPRI_20053,10,SM,3625,17-JUL-2025,3109.14
7235672000,RANI MAHAL_20050,20,MOBILEBILL,604,19-JUL-2025,607.53
0224572000,MUNNA LAL POWER HOUSE_20049,20,OCR_CORAL,5287,23-JUL-2025,2649.39
7729972000,UNNAV GATE_20056,10,MOBILEBILL,1136,12-JUL-2025,1332.06
8299148057,MUNNA LAL POWER HOUSE_20049,10,OCR_CORAL,2877,09-JUL-2025,1686.82
8104672000,UNNAV GATE_20056,10,SM,2306,10-JUL-2025,2675.22
8775182000,JAIL CHOWRAHA_20051,10,OCR_CORAL,2352,15-JUL-2025,2669.96
5327372000,SHIPRI_20053,10,SM,2340,04-JUL-2025,2685.54
7205004467,HYDEL COLONY_20202,10,SM,5624,10-JUL-2025,6184.66
7456172000,JAIL CHOWRAHA_20051,10,OCR_CORAL,8071,07-JUL-2025,8648.14
2549172000,MUNNA LAL POWER HOUSE_20049,10,MOBMRI,4009,12-JUL-2025,4426.89
3708072000,MUNNA LAL POWER HOUSE_20049,10,MOBMRI,2305,10-JUL-2025,2595.62
7869372000,RANI MAHAL_20050,10,MOBMRI,1636,07-JUL-2025,1930.4
8178672000,MUNNA LAL POWER HOUSE_20049,10,SM,1102,15-JUL-2025,1314.94
6616062805,SHIPRI_20053,10,SM,2805,11-JUL-2025,3177.65
0961498735,RANI MAHAL_20050,10,SM,2700,16-JUL-2025,1934.08
7967334083,SHIPRI_20053,10,MOBMRI,3817,31-JUL-2025,4219.88
8623172000,SHIPRI_20053,10,SM,1165,24-JUL-2025,1385.58
5857573766,SUTI MILL_20055,10,MOBILEBILL,2747,10-JUL-2025,3133.17
3634382000,JAIL CHOWRAHA_20051,20,SM,703,11-JUL-2025,703.62
4361772769,UNNAV GATE_20056,10,MOBILEBILL,3218,18-JUL-2025,3470.63
3656182000,RANI MAHAL_20050,10,OCR_CORAL,1258,14-JUL-2025,1490.34
9929372000,RANI MAHAL_20050,10,OCR_CORAL,6320,26-JUL-2025,1533.07
2414109569,SUTI MILL_20055,10,MRI,552,10-JUL-2025,581.56
9534382000,JAIL CHOWRAHA_20051,20,MOBMRI,1280,10-JUL-2025,1305.6
5180994393,RANI MAHAL_20050,10,SM,1120,18-JUL-2025,1325.25
1060772000,MUNNA LAL POWER HOUSE_20049,10,SM,1982,05-JUL-2025,2314.95
5296817931,JAIL CHOWRAHA_20051,10,OCR_CORAL,2601,15-JUL-2025,2939.91
3123772000,MUNNA LAL POWER HOUSE_20049,10,MRI,6028,19-JUL-2025,6550.99
4084758715,UNNAV GATE_20056,10,SM,1990,03-JUL-2025,2298.17
6031272000,JAIL CHOWRAHA_20051,10,MRI,7700,11-JUL-2025,8366.79
8517972000,RANI MAHAL_20050,10,SM,2463,13-JUL-2025,2921.38
9085082000,MUNNA LAL POWER HOUSE_20049,10,OCR_CORAL,3970,15-JUL-2025,3917.81
9238082000,UNNAV GATE_20056,10,OCR_CORAL,1632,20-JUL-2025,852.04
1664867458,RANI MAHAL_20050,10,OCR_CORAL,1247,14-JUL-2025,241.88
6946272000,MUNNA LAL POWER HOUSE_20049,10,SM,804,11-JUL-2025,966.83
5460504119,SUTI MILL_20055,10,MRI,961,29-JUL-2025,399.35
8966182000,RANI MAHAL_20050,10,OCR_CORAL,1478,14-JUL-2025,1752.29
2976572000,SHIPRI_20053,10,SM,2575,16-JUL-2025,2911.54
4791093000,RANI MAHAL_20050,60,MOBMRI,1291,17-JUL-2025,1266.82
0181421146,HYDEL COLONY_20202,10,SM,3756,10-JUL-2025,4166.8
3219270018,MUNNA LAL POWER HOUSE_20049,10,MOBILEBILL,336,10-JUL-2025,378.78
3185472000,SHIPRI_20053,10,MOBILEBILL,1985,13-JUL-2025,2288.86
6862670588,MUNNA LAL POWER HOUSE_20049,10,SM,12500,16-JUL-2025,4555.71
9715865212,UNNAV GATE_20056,10,OCR_CORAL,815,14-JUL-2025,969.29
7038724268,MUNNA LAL POWER HOUSE_20049,10,SM,1002,15-JUL-2025,1218.14
6747774055,SUTI MILL_20055,10,MOBMRI,4980,19-JUL-2025,5433.73
7386472000,SHIPRI_20053,10,SM,832,15-JUL-2025,1009.66
6784612942,PULIYA NO. 9_20052,10,MOBMRI,972,16-JUL-2025,346.52
4009795608,SUTI MILL_20055,10,MRI,9658,10-JUL-2025,6147.86
0040985428,MUNNA LAL POWER HOUSE_20049,20,MOBMRI,3524,24-JUL-2025,3523.89
7501272000,MUNNA LAL POWER HOUSE_20049,10,SC,2462,16-JUL-2025,2760.69
3294272000,JAIL CHOWRAHA_20051,10,,461,28-JUL-2025,281.19
6644182000,SHIPRI_20053,20,SM,6642,05-JUL-2025,6642.07
6140872000,JAIL CHOWRAHA_20051,10,MRB,3026,19-JUL-2025,932.98
0407087645,UNNAV GATE_20056,10,SM,584,28-JUL-2025,678.65
5917399333,RANI MAHAL_20050,10,SM,2707,15-JUL-2025,3102.83
3476082000,MUNNA LAL POWER HOUSE_20049,10,SM,4455,10-JUL-2025,4936.31
5598872000,MUNNA LAL POWER HOUSE_20049,10,SM,5094,14-JUL-2025,5583.92
6184801960,SUTI MILL_20055,64,MRI,500,17-JUL-2025,1670.6
6017459538,JAIL CHOWRAHA_20051,20,MOBMRI,4000,28-JUL-2025,4000.07
2575672000,MUNNA LAL POWER HOUSE_20049,10,SM,4225,03-JUL-2025,1953.01
7953182000,SUTI MILL_20055,10,SM,1983,04-JUL-2025,2281.15
4849272000,MUNNA LAL POWER HOUSE_20049,10,MOBMRI,1507,25-JUL-2025,1786.67
0528872000,RANI MAHAL_20050,20,MOBILEBILL,1173,17-JUL-2025,1173.01
1530437303,MUNNA LAL POWER HOUSE_20049,20,MOBMRI,1310,14-JUL-2025,1310.24
4539372000,RANI MAHAL_20050,10,SM,2749,10-JUL-2025,3109.42
0013685455,UNNAV GATE_20056,10,SM,1640,18-JUL-2025,1969.16
3388472000,RANI MAHAL_20050,10,MOBILEBILL,1465,26-JUL-2025,1730.47
7102890439,JAIL CHOWRAHA_20051,20,SM,1786,04-JUL-2025,1775.4
8358872000,JAIL CHOWRAHA_20051,10,SM,5262,07-JUL-2025,5735.42
7245115784,JAIL CHOWRAHA_20051,22,MRI,7232,22-JUL-2025,7305.25
9038272000,MUNNA LAL POWER HOUSE_20049,10,MOBILEBILL,2860,08-JUL-2025,1561.96
8652588436,MUNNA LAL POWER HOUSE_20049,10,MRI,8740,05-JUL-2025,8733.85
6289708428,MUNNA LAL POWER HOUSE_20049,10,MOBMRI,2477,19-JUL-2025,2800.54
1057372000,MUNNA LAL POWER HOUSE_20049,10,MOBILEBILL,2135,22-JUL-2025,2384.3
5907372000,HYDEL COLONY_20202,10,SM,4638,02-JUL-2025,5138.47
3176666098,SHIPRI_20053,10,MOBILEBILL,3392,09-JUL-2025,3640.72
9014182000,JAIL CHOWRAHA_20051,10,MOBILEBILL,658,08-JUL-2025,775.91
0507472000,MUNNA LAL POWER HOUSE_20049,10,OCR_CORAL,5131,15-JUL-2025,2126.44
5274272000,RANI MAHAL_20050,10,OCR_CORAL,940,21-JUL-2025,1097.52
8414472000,UNNAV GATE_20056,10,OCR_CORAL,4687,04-JUL-2025,5128.3
4212672000,MUNNA LAL POWER HOUSE_20049,10,OCR_CORAL,3681,11-JUL-2025,4070.18
2124772000,SHIPRI_20053,10,MOBILEBILL,2028,02-JUL-2025,883.12
1444172000,SHIPRI_20053,10,MRI,8068,20-JUL-2025,8674.83
7723372000,SHIPRI_20053,10,MOBILEBILL,790,01-JUL-2025,966.83
6932580156,RANI MAHAL_20050,20,MOBILEBILL,1067,13-JUL-2025,1066.58
7560072605,MUNNA LAL POWER HOUSE_20049,10,MOBMRI,3081,05-JUL-2025,3459.23
0424899262,RANI MAHAL_20050,10,MOBMRI,507,16-JUL-2025,554.15
0239182000,MUNNA LAL POWER HOUSE_20049,10,SM,1108,20-JUL-2025,1318.23
3920956022,SUTI MILL_20055,10,MRI,7410,10-JUL-2025,7990.4
6977405609,SUTI MILL_20055,10,SM,3015,07-JUL-2025,3391.21
5400756329,SUTI MILL_20055,10,SC,773,03-JUL-2025,773.01
6671198557,UNNAV GATE_20056,20,MOBMRI,1315,30-JUL-2025,643
4518182000,RANI MAHAL_20050,10,MOBILEBILL,2226,23-JUL-2025,754.44
8575282000,MUNNA LAL POWER HOUSE_20049,20,MOBILEBILL,1272,28-JUL-2025,1271.04
2451804530,UNNAV GATE_20056,20,MOBMRI,585,14-JUL-2025,590.49
6993071712,UNNAV GATE_20056,10,SM,2505,23-JUL-2025,2970.6
3437501722,MUNNA LAL POWER HOUSE_20049,10,MOBMRI,2519,30-JUL-2025,2880.3
3803253697,UNNAV GATE_20056,10,MOBILEBILL,2065,10-JUL-2025,2415.32
8831272000,MUNNA LAL POWER HOUSE_20049,20,MOBILEBILL,10340,28-JUL-2025,10261.36
9409372000,JAIL CHOWRAHA_20051,10,MOBMRI,392,16-JUL-2025,418.9
5726572000,SHIPRI_20053,20,MOBILEBILL,772,16-JUL-2025,762.83
0919339798,UNNAV GATE_20056,10,MOBMRI,1341,24-JUL-2025,1573.14
2244779024,RANI MAHAL_20050,20,OCR_CORAL,2376,24-JUL-2025,2375.48
0478780603,SHIPRI_20053,20,SM,2308,15-JUL-2025,2283.68
9201734791,SHIPRI_20053,10,SM,1752,15-JUL-2025,1222.89
1870172000,SHIPRI_20053,10,MOBILEBILL,269,17-JUL-2025,265.04
5979456541,MUNNA LAL POWER HOUSE_20049,20,MOBMRI,4891,28-JUL-2025,5091.24
2525972000,RANI MAHAL_20050,20,MOBILEBILL,7854,17-JUL-2025,7639.4
8028363975,MUNNA LAL POWER HOUSE_20049,10,MRI,8997,11-JUL-2025,9667.81
3265168298,UNNAV GATE_20056,10,,1122,31-JUL-2025,1337.67
4302021389,SHIPRI_20053,10,MOBMRI,193,08-JUL-2025,186.22
2184282000,UNNAV GATE_20056,10,SM,666,22-JUL-2025,794.49
5836393158,UNNAV GATE_20056,10,SM,414,21-JUL-2025,484.42
3325767206,RANI MAHAL_20050,20,MOBMRI,1948,08-JUL-2025,1949.64
0423378223,UNNAV GATE_20056,10,MOBMRI,1014,11-JUL-2025,1226.5
4574182000,RANI MAHAL_20050,10,OCR_CORAL,298,17-JUL-2025,325.35
8747572000,JAIL CHOWRAHA_20051,10,SM,1634,14-JUL-2025,1915.16
2592208137,132 KV HASARI_26295,H21T,MRI,470502,14-JUL-2025,765324.26
2151672000,RANI MAHAL_20050,10,OCR_CORAL,528,15-JUL-2025,611.84
0729259866,SUTI MILL_20055,12,MRI,489,08-JUL-2025,489.57
8817272000,RANI MAHAL_20050,10,OCR_CORAL,4755,03-JUL-2025,5222.58
1303470782,RANI MAHAL_20050,20,SM,5123,02-JUL-2025,5115.76
1304772000,MUNNA LAL POWER HOUSE_20049,10,MOBMRI,349,06-JUL-2025,292.97
9633872000,SHIPRI_20053,10,SM,1884,20-JUL-2025,2176.75
4159960957,RANI MAHAL_20050,22,MRI,39640,04-JUL-2025,27813.23
3611172000,MUNNA LAL POWER HOUSE_20049,10,SM,3673,11-JUL-2025,4097.43
5869372000,RANI MAHAL_20050,10,MOBILEBILL,920,21-JUL-2025,1086.41
0181336528,PULIYA NO. 9_20052,10,SM,1763,13-JUL-2025,2082.06
2731172000,RANI MAHAL_20050,20,MOBILEBILL,3733,19-JUL-2025,3725.39
1184772000,SHIPRI_20053,10,SM,4422,24-JUL-2025,4866.39
5612382000,SHIPRI_20053,10,MOBILEBILL,2751,23-JUL-2025,3110.67
0757372000,RANI MAHAL_20050,10,OCR_CORAL,1899,27-JUL-2025,2183.26
2359282000,RANI MAHAL_20050,10,SM,1540,04-JUL-2025,1824.18
4081994109,SHIPRI_20053,10,MOBILEBILL,444,09-JUL-2025,499.71
7872556668,SUTI MILL_20055,10,SM,2605,07-JUL-2025,2962.23
8153282000,JAIL CHOWRAHA_20051,10,SM,2738,09-JUL-2025,3070.58
2652282000,RANI MAHAL_20050,10,OCR_CORAL,1743,15-JUL-2025,2026.42
7410637157,MUNNA LAL POWER HOUSE_20049,10,SM,1757,14-JUL-2025,2059.28
2436139150,MUNNA LAL POWER HOUSE_20049,10,SM,576,15-JUL-2025,683.2
9018872000,UNNAV GATE_20056,10,SM,2537,08-JUL-2025,1106.03
8720894002,UNNAV GATE_20056,10,MOBILEBILL,591,30-JUL-2025,685.3
9046672273,MUNNA LAL POWER HOUSE_20049,10,MRB,2237,17-JUL-2025,107.31
1322572000,RANI MAHAL_20050,10,SM,8000,22-JUL-2025,1933.49
7818027936,JAIL CHOWRAHA_20051,20,MOBMRI,1100,13-JUL-2025,2607.97
6981479621,MUNNA LAL POWER HOUSE_20049,10,SM,747,31-JUL-2025,903.96
6823272000,SHIPRI_20053,10,MOBILEBILL,1829,11-JUL-2025,2124.84
3916819584,MUNNA LAL POWER HOUSE_20049,10,MOBMRI,279,03-JUL-2025,279.86
5381172000,MUNNA LAL POWER HOUSE_20049,10,OCR_CORAL,2620,05-JUL-2025,2967.89
2455118186,UNNAV GATE_20056,10,MOBILEBILL,1500,01-JUL-2025,729.04
0954409514,UNNAV GATE_20056,10,MOBILEBILL,1456,16-JUL-2025,1701.87
0134772000,PULIYA NO. 9_20052,10,MOBMRI,1021,24-JUL-2025,1229.23
4685692295,JAIL CHOWRAHA_20051,10,MOBILEBILL,2022,29-JUL-2025,897.57
4646772000,UNNAV GATE_20056,20,MOBILEBILL,1593,23-JUL-2025,1592.73
2678672000,MUNNA LAL POWER HOUSE_20049,10,MOBILEBILL,4245,20-JUL-2025,4582.2
9029972000,PULIYA NO. 9_20052,10,SM,780,15-JUL-2025,927.44
1555535306,MUNNA LAL POWER HOUSE_20049,10,MOBILEBILL,300,16-JUL-2025,331.54
6410593772,SHIPRI_20053,10,SM,2500,02-JUL-2025,2136.31
5041382000,SUTI MILL_20055,10,MRI,4577,09-JUL-2025,4967.58
3532772000,UNNAV GATE_20056,10,MOBILEBILL,4751,08-JUL-2025,2514.84
3720093000,MUNNA LAL POWER HOUSE_20049,60,MOBMRI,947,24-JUL-2025,946.81
2165572000,MUNNA LAL POWER HOUSE_20049,10,MOBMRI,1147,16-JUL-2025,1334.49
6254572000,JAIL CHOWRAHA_20051,22,MRI,12875,24-JUL-2025,12873.14
9960182000,MUNNA LAL POWER HOUSE_20049,10,MRI,5142,24-JUL-2025,5677.43
6910772000,MUNNA LAL POWER HOUSE_20049,10,SM,2040,30-JUL-2025,2365.94
8002282000,PULIYA NO. 9_20052,10,SM,1992,08-JUL-2025,2325.87
7926103351,SHIPRI_20053,10,MOBILEBILL,1402,19-JUL-2025,1659.3
4026709221,MUNNA LAL POWER HOUSE_20049,20,MOBILEBILL,1308,14-JUL-2025,1307.32
3123150692,PULIYA NO. 9_20052,10,SM,3530,05-JUL-2025,1927.56
0797182000,RANI MAHAL_20050,10,MOBILEBILL,1821,16-JUL-2025,2156.95
6023372000,MUNNA LAL POWER HOUSE_20049,10,MOBMRI,1289,10-JUL-2025,1529.8
0479872000,MUNNA LAL POWER HOUSE_20049,10,MOBILEBILL,4026,12-JUL-2025,4388.71
7823447634,UNNAV GATE_20056,10,MOBMRI,10000,18-JUL-2025,5216.58
7195803138,UNNAV GATE_20056,10,SM,3100,10-JUL-2025,1665.78
2383332987,PULIYA NO. 9_20052,10,,4581,01-JUL-2025,0
1843231440,SUTI MILL_20055,10,MOBMRI,775,16-JUL-2025,890.15
0598672000,SHIPRI_20053,10,MOBILEBILL,280,13-JUL-2025,309.43
3109082000,MUNNA LAL POWER HOUSE_20049,10,MOBILEBILL,324,27-JUL-2025,348.5
5135679371,MUNNA LAL POWER HOUSE_20049,10,MOBILEBILL,1142,11-JUL-2025,1352.76
4369259170,SUTI MILL_20055,10,,584,25-JUL-2025,624.85
4556182000,RANI MAHAL_20050,10,SM,5058,16-JUL-2025,2559.65
5819072000,SUTI MILL_20055,10,MOBILEBILL,559,25-JUL-2025,632.71
7707872000,SHIPRI_20053,10,MRI,5874,10-JUL-2025,6424.92
7936182000,RANI MAHAL_20050,10,SM,4877,15-JUL-2025,2872.34
8222337311,UNNAV GATE_20056,10,MOBMRI,2281,30-JUL-2025,2618.54
5867372000,MUNNA LAL POWER HOUSE_20049,10,MOBILEBILL,9793,17-JUL-2025,11482.56
0556272000,MUNNA LAL POWER HOUSE_20049,10,OCR_CORAL,763,09-JUL-2025,912.36
7010372000,RANI MAHAL_20050,10,SM,2715,04-JUL-2025,3049.29
2541215351,SUTI MILL_20055,10,MOBMRI,4828,15-JUL-2025,5290.37
5589463371,UNNAV GATE_20056,10,SM,2540,14-JUL-2025,1658.34
3562262690,MUNNA LAL POWER HOUSE_20049,20,MOBILEBILL,2350,16-JUL-2025,2699.41
0183727259,SUTI MILL_20055,10,MOBILEBILL,5373,14-JUL-2025,6088.48
8049272000,RANI MAHAL_20050,10,SM,5685,11-JUL-2025,6155.14
2700282000,SHIPRI_20053,10,SM,1414,05-JUL-2025,1666.11
3773859229,MUNNA LAL POWER HOUSE_20049,10,MOBMRI,3617,10-JUL-2025,3990.64
2604706896,UNNAV GATE_20056,10,MOBILEBILL,2852,08-JUL-2025,3238.6
8946218609,JAIL CHOWRAHA_20051,20,,1635,19-JUL-2025,1634.59
5376998296,MUNNA LAL POWER HOUSE_20049,20,MOBMRI,1265,23-JUL-2025,660.98
7626884506,MUNNA LAL POWER HOUSE_20049,20,SM,1026,30-JUL-2025,1026.28
3478672000,MUNNA LAL POWER HOUSE_20049,10,,178,08-JUL-2025,855.01
9343088657,UNNAV GATE_20056,10,MOBMRI,2559,02-JUL-2025,1635.4
6169372000,RANI MAHAL_20050,10,SM,2334,16-JUL-2025,2677.3
9138541738,SUTI MILL_20055,10,SM,2574,02-JUL-2025,2933.64
0840332369,JAIL CHOWRAHA_20051,10,SM,3202,08-JUL-2025,1872.7
2773430972,MUNNA LAL POWER HOUSE_20049,10,,4097,30-JUL-2025,1890.9
3876082000,MUNNA LAL POWER HOUSE_20049,10,SM,2309,19-JUL-2025,2651.65
0580126407,HYDEL COLONY_20202,10,SM,1575,30-JUL-2025,1852.02
4763845833,RANI MAHAL_20050,10,OCR_CORAL,4292,29-JUL-2025,2288.77
7477124512,JAIL CHOWRAHA_20051,10,MRI,5697,10-JUL-2025,6248.49
0923182000,RANI MAHAL_20050,10,SM,2439,18-JUL-2025,2764.99
6804367095,SUTI MILL_20055,10,MOBMRI,3350,13-JUL-2025,3702.71
9372182000,RANI MAHAL_20050,20,OCR_CORAL,1550,25-JUL-2025,781.19
6258676508,RANI MAHAL_20050,20,MOBMRI,1371,03-JUL-2025,1384.25
5571172000,MUNNA LAL POWER HOUSE_20049,10,MRI,8273,23-JUL-2025,8820.65
7624182000,SHIPRI_20053,10,SC,336,07-JUL-2025,-564
0067572000,SHIPRI_20053,10,MOBMRI,2274,06-JUL-2025,2622.71
2317472000,RANI MAHAL_20050,10,OCR_CORAL,514,14-JUL-2025,600.9
7383972000,SHIPRI_20053,10,SM,2316,30-JUL-2025,997
1691142315,UNNAV GATE_20056,10,SM,1258,17-JUL-2025,1483.66
5123272000,SHIPRI_20053,20,SM,4993,14-JUL-2025,5092.24
1068072000,RANI MAHAL_20050,20,OCR_CORAL,650,03-JUL-2025,649.52
9792691038,SUTI MILL_20055,10,SC,5141,19-JUL-2025,9568.32
2658391547,MUNNA LAL POWER HOUSE_20049,20,MOBILEBILL,9220,25-JUL-2025,4935.37
5870282000,MUNNA LAL POWER HOUSE_20049,10,SM,598,16-JUL-2025,683.6
0511572000,MUNNA LAL POWER HOUSE_20049,20,MOBILEBILL,7398,18-JUL-2025,7384.68
5470372000,RANI MAHAL_20050,10,SM,1054,17-JUL-2025,751.48
6231025938,SUTI MILL_20055,10,SM,3488,03-JUL-2025,3879.48
9930672000,SHIPRI_20053,10,MOBILEBILL,1969,15-JUL-2025,2187.6
5426872000,JAIL CHOWRAHA_20051,10,MRI,8047,12-JUL-2025,8590.69
8771495770,MUNNA LAL POWER HOUSE_20049,10,SM,3102,10-JUL-2025,3483.57
8461472000,JAIL CHOWRAHA_20051,10,SM,3686,07-JUL-2025,4136.91
3680314038,RANI MAHAL_20050,10,SM,2880,08-JUL-2025,954.25
6309407657,SHIPRI_20053,10,SM,3067,06-JUL-2025,3428.61
4327182000,SUTI MILL_20055,10,MOBILEBILL,1330,03-JUL-2025,183.37
5220972000,MUNNA LAL POWER HOUSE_20049,10,MOBMRI,1307,09-JUL-2025,1508.66
6819616509,UNNAV GATE_20056,10,SM,3743,30-JUL-2025,2522.29
0551804414,SHIPRI_20053,20,MOBILEBILL,1223,18-JUL-2025,569.76
7301034987,JAIL CHOWRAHA_20051,20,MOBMRI,1181,19-JUL-2025,1181.04
